DASC-327,SPRING 2015,TAYLOR T,4,1,0,0,0,3.800,0,0,0,0,0,
BICH-303,SPRING 2015,DEVARENNE T,27,24,28,8,4,2.681,0,0,0,0,0,
BICH-404,SPRING 2015,CHO J,3,3,4,2,1,2.385,0,0,0,3,0,
BICH-410,SPRING 2015,HENDERSON POZZI,7,15,4,1,0,3.037,0,0,0,3,0,
BICH-410,SPRING 2015,HENDERSON POZZI,8,6,2,3,0,3.000,0,0,0,6,0,
BICH-410,SPRING 2015,HENDERSON POZZI,1,9,6,3,2,2.190,0,0,0,4,0,
BICH-410,SPRING 2015,HENDERSON POZZI,4,7,8,4,0,2.478,0,0,0,4,0,
BICH-410,SPRING 2015,RYE C,10,6,5,0,1,3.091,1,0,0,3,0,
BICH-410,SPRING 2015,RYE C,10,15,5,0,0,3.167,0,0,0,0,0,
BICH-410,SPRING 2015,RYE C,7,9,9,3,0,2.714,0,0,0,0,0,
BICH-410,SPRING 2015,RYE C,11,13,3,0,1,3.179,0,0,0,1,0,
BICH-410,SPRING 2015,RYE C,11,9,5,3,1,2.897,0,0,0,0,0,
BICH-410,SPRING 2015,RYE C,8,13,5,1,0,3.037,0,0,0,1,0,
BICH-410,SPRING 2015,RYE C,6,16,4,1,0,3.000,0,0,0,3,0,
BICH-410,SPRING 2015,RYE C,3,8,4,0,1,2.750,0,0,0,0,0,
BICH-411,SPRING 2015,MILES B,2,5,7,2,0,2.438,0,0,0,1,0,
BICH-411,SPRING 2015,MILES B,3,1,5,2,0,2.454,0,0,0,1,0,
BICH-411,SPRING 2015,MILES B,5,8,2,4,1,2.600,0,0,0,7,0,
BICH-411,SPRING 2015,MILES B,7,3,4,0,0,3.214,0,0,0,6,0,
BICH-411,SPRING 2015,MILES B,2,7,4,4,1,2.278,0,0,0,2,0,
BICH-411,SPRING 2015,MILES B,4,3,3,3,1,2.429,0,0,0,4,0,
BICH-411,SPRING 2015,MULLINS L,13,7,3,6,1,2.833,0,0,0,0,0,
BICH-411,SPRING 2015,MULLINS L,13,4,6,5,0,2.893,0,0,0,2,0,
BICH-411,SPRING 2015,MULLINS L,4,10,7,6,1,2.357,0,0,0,2,0,
BICH-411,SPRING 2015,MULLINS L,6,16,6,1,0,2.931,0,0,0,1,0,
BICH-411,SPRING 2015,MULLINS L,5,13,5,2,0,2.840,0,0,0,4,0,
BICH-411,SPRING 2015,MULLINS L,7,11,5,2,0,2.920,0,0,0,4,0,
